asks,bids,timestamp
"[['3667.410000', '6.817', 1710597050], ['3667.610000', '1.364', 1710597048], ['3667.650000', '0.549', 1710597049], ['3667.880000', '6.816', 1710597049], ['3668.830000', '0.549', 1710597047], ['3669.070000', '0.022', 1710597049], ['3669.080000', '3.810', 1710597049], ['3669.090000', '6.814', 1710597049], ['3669.240000', '3.540', 1710597049], ['3669.250000', '3.962', 1710597047], ['3669.260000', '0.549', 1710597043], ['3669.450000', '0.214', 1710597048], ['3669.600000', '0.650', 1710597050], ['3669.620000', '16.190', 1710597046], ['3669.630000', '0.549', 1710597041], ['3669.870000', '0.528', 1710597047], ['3670.330000', '0.549', 1710597033], ['3670.700000', '0.662', 1710597048], ['3670.770000', '5.947', 1710597047], ['3671.050000', '0.549', 1710597040], ['3671.280000', '0.657', 1710597042], ['3671.530000', '1.269', 1710597050], ['3671.540000', '0.549', 1710597031], ['3671.740000', '0.427', 1710597036], ['3671.800000', '0.650', 1710597040], ['3671.890000', '6.809', 1710597047], ['3672.250000', '0.549', 1710596516], ['3672.630000', '0.254', 1710597047], ['3672.640000', '12.158', 1710597047], ['3672.680000', '0.600', 1710597031], ['3672.810000', '4.013', 1710597047], ['3672.820000', '0.647', 1710597037], ['3672.900000', '0.650', 1710597032], ['3673.340000', '0.549', 1710596531], ['3673.520000', '0.018', 1710596834], ['3673.800000', '0.549', 1710596769], ['3673.900000', '0.037', 1710597047], ['3674.000000', '0.650', 1710597025], ['3674.800000', '2.246', 1710597048], ['3674.860000', '0.549', 1710596898], ['3677.000000', '0.549', 1710596936], ['3677.640000', '25.603', 1710597025], ['3677.720000', '0.549', 1710597025], ['3678.200000', '2.415', 1710597025], ['3678.270000', '0.357', 1710597030], ['3678.460000', '2.088', 1710597047], ['3678.470000', '0.549', 1710596568], ['3679.380000', '0.549', 1710596916], ['3679.840000', '6.115', 1710597029], ['3680.120000', '0.549', 1710597032], ['3682.000000', '0.271', 1710597040], ['3682.420000', '0.632', 1710597040], ['3682.600000', '0.549', 1710596065], ['3682.980000', '0.017', 1710596850], ['3683.370000', '0.993', 1710597040], ['3683.550000', '0.549', 1710596901], ['3684.800000', '0.632', 1710597040], ['3684.940000', '0.722', 1710597030], ['3684.980000', '14.653', 1710597025], ['3685.120000', '0.549', 1710597025], ['3687.070000', '0.813', 1710597030], ['3687.250000', '0.549', 1710597022], ['3687.620000', '0.903', 1710597030], ['3687.800000', '0.549', 1710597025], ['3691.050000', '13.081', 1710597025], ['3692.470000', '0.017', 1710593477], ['3694.880000', '0.009', 1710594028], ['3696.160000', '10.227', 1710597029], ['3697.570000', '0.003', 1710593948], ['3698.240000', '5.080', 1710596693], ['3701.990000', '0.017', 1710592734], ['3706.740000', '88.312', 1710597035], ['3706.750000', '0.017', 1710592557], ['3709.010000', '2.430', 1710596820], ['3711.520000', '0.017', 1710591900], ['3713.220000', '0.009', 1710587745], ['3716.300000', '0.017', 1710589745], ['3725.870000', '0.017', 1710583887], ['3726.410000', '0.003', 1710587515], ['3731.650000', '0.009', 1710587487], ['3735.470000', '0.017', 1710579430], ['3735.990000', '0.041', 1710587730], ['3737.640000', '17.247', 1710596895], ['3737.930000', '2.430', 1710596818], ['3738.750000', '0.004', 1710588649], ['3745.090000', '0.017', 1710580233], ['3749.910000', '0.017', 1710577945], ['3750.170000', '0.009', 1710575247], ['3754.740000', '0.017', 1710559291], ['3755.470000', '0.003', 1710561350], ['3759.570000', '0.017', 1710554331], ['3764.420000', '0.017', 1710563143], ['3765.550000', '0.008', 1710566330], ['3768.780000', '0.009', 1710596658], ['3769.260000', '0.017', 1710596316], ['3769.410000', '0.008', 1710595231], ['3772.090000', '0.004', 1710597026], ['3772.100000', '0.041', 1710596664], ['3774.110000', '0.017', 1710596379], ['3774.940000', '0.207', 1710597010]]","[['3666.630000', '0.549', 1710597050], ['3665.780000', '0.549', 1710597050], ['3665.760000', '6.820', 1710597050], ['3665.300000', '8.039', 1710597047], ['3665.280000', '0.549', 1710597017], ['3665.270000', '0.195', 1710597049], ['3665.030000', '0.848', 1710597050], ['3664.880000', '0.549', 1710597014], ['3664.800000', '0.549', 1710597016], ['3664.380000', '0.549', 1710597013], ['3664.290000', '0.102', 1710597047], ['3664.280000', '0.427', 1710597041], ['3664.220000', '6.823', 1710597049], ['3664.100000', '0.650', 1710597033], ['3663.960000', '0.549', 1710597040], ['3663.270000', '0.341', 1710597048], ['3663.260000', '44.951', 1710597047], ['3663.250000', '6.825', 1710597047], ['3663.240000', '0.549', 1710597048], ['3663.000000', '0.650', 1710597041], ['3662.850000', '0.575', 1710597048], ['3662.620000', '0.013', 1710597048], ['3662.110000', '4.510', 1710597047], ['3661.900000', '0.935', 1710597043], ['3661.380000', '6.143', 1710597029], ['3661.240000', '0.549', 1710597041], ['3660.850000', '2.363', 1710597047], ['3660.840000', '0.549', 1710597048], ['3660.800000', '0.650', 1710597050], ['3660.690000', '0.036', 1710597047], ['3660.610000', '5.947', 1710597042], ['3660.280000', '0.549', 1710597048], ['3659.970000', '2.174', 1710597023], ['3659.080000', '12.158', 1710597027], ['3657.190000', '2.066', 1710597048], ['3655.280000', '25.603', 1710597025], ['3653.100000', '0.042', 1710596862], ['3651.550000', '0.025', 1710596859], ['3648.460000', '2.232', 1710597050], ['3648.280000', '14.653', 1710597025], ['3647.440000', '0.008', 1710562954], ['3646.730000', '0.009', 1710595099], ['3644.120000', '0.008', 1710595155], ['3643.550000', '1.595', 1710597050], ['3643.370000', '4.240', 1710596836], ['3640.850000', '0.957', 1710597050], ['3640.670000', '10.227', 1710597030], ['3640.550000', '0.003', 1710593532], ['3638.350000', '0.018', 1710596289], ['3636.990000', '1.063', 1710597050], ['3635.010000', '0.003', 1710596526], ['3629.840000', '173.361', 1710597047], ['3629.000000', '0.018', 1710582871], ['3628.720000', '0.009', 1710583084], ['3627.400000', '1.000', 1710583298], ['3624.330000', '0.018', 1710583346], ['3620.780000', '5.080', 1710596795], ['3618.130000', '0.042', 1710596868], ['3615.020000', '0.018', 1710586236], ['3612.780000', '2.430', 1710597028], ['3612.370000', '0.003', 1710587140], ['3610.800000', '0.009', 1710586427], ['3610.370000', '0.018', 1710586593], ['3606.990000', '0.153', 1710587258], ['3605.730000', '0.018', 1710586854], ['3603.810000', '0.004', 1710587400], ['3600.000000', '1.000', 1710587591], ['3593.650000', '0.008', 1710587615], ['3590.790000', '0.008', 1710587431], ['3590.000000', '1.140', 1710587200], ['3587.640000', '8.859', 1710596745], ['3585.000000', '0.332', 1710587637], ['3584.420000', '0.003', 1710587602], ['3583.490000', '0.042', 1710568167], ['3577.720000', '0.056', 1710570663], ['3573.910000', '0.294', 1710596981], ['3573.560000', '0.209', 1710566825], ['3573.000000', '2.406', 1710558146], ['3570.970000', '2.430', 1710596820], ['3570.000000', '0.030', 1710591354], ['3558.230000', '0.005', 1710596956], ['3558.220000', '2.430', 1710593473], ['3558.170000', '0.948', 1710597040], ['3556.850000', '0.002', 1710591273], ['3556.670000', '0.003', 1710593645], ['3555.000000', '0.282', 1710592468], ['3550.000000', '0.846', 1710593329], ['3549.190000', '0.043', 1710592594], ['3540.810000', '0.012', 1710593202], ['3538.240000', '0.008', 1710593718], ['3536.640000', '0.027', 1710593837], ['3532.000000', '0.439', 1710593702], ['3531.940000', '0.012', 1710594763], ['3530.010000', '0.316', 1710597013], ['3530.000000', '1.000', 1710596081], ['3529.150000', '0.003', 1710596677], ['3515.250000', '0.465', 1710597048], ['3515.240000', '1.338', 1710597040], ['3515.210000', '0.043', 1710597016], ['3515.000000', '4.100', 1710596482]]",1710597052
