asks,bids,timestamp
"[['3667.410000', '6.817', 1710597050], ['3667.610000', '1.364', 1710597048], ['3667.650000', '0.549', 1710597049], ['3667.880000', '6.816', 1710597049], ['3668.830000', '0.549', 1710597047], ['3669.070000', '0.022', 1710597049], ['3669.080000', '3.810', 1710597049], ['3669.090000', '6.814', 1710597049], ['3669.240000', '3.540', 1710597049], ['3669.250000', '3.962', 1710597047], ['3669.260000', '0.549', 1710597043], ['3669.450000', '0.214', 1710597048], ['3669.600000', '0.650', 1710597050], ['3669.620000', '16.190', 1710597046], ['3669.630000', '0.549', 1710597041], ['3669.870000', '0.528', 1710597047], ['3670.330000', '0.549', 1710597033], ['3670.700000', '0.662', 1710597048], ['3670.770000', '5.947', 1710597047], ['3671.050000', '0.549', 1710597040], ['3671.280000', '0.657', 1710597042], ['3671.530000', '1.269', 1710597050], ['3671.540000', '0.549', 1710597031], ['3671.740000', '0.427', 1710597036], ['3671.800000', '0.650', 1710597040], ['3671.890000', '6.809', 1710597047], ['3672.250000', '0.549', 1710596516], ['3672.630000', '0.254', 1710597047], ['3672.640000', '12.158', 1710597047], ['3672.680000', '0.600', 1710597031], ['3672.810000', '4.013', 1710597047], ['3672.820000', '0.647', 1710597037], ['3672.900000', '0.650', 1710597032], ['3673.340000', '0.549', 1710596531], ['3673.520000', '0.018', 1710596834], ['3673.800000', '0.549', 1710596769], ['3673.900000', '0.037', 1710597047], ['3674.000000', '0.650', 1710597025], ['3674.800000', '2.246', 1710597048], ['3674.860000', '0.549', 1710596898], ['3677.000000', '0.549', 1710596936], ['3677.640000', '25.603', 1710597025], ['3677.720000', '0.549', 1710597025], ['3678.200000', '2.415', 1710597025], ['3678.270000', '0.357', 1710597030], ['3678.460000', '2.088', 1710597047], ['3678.470000', '0.549', 1710596568], ['3679.380000', '0.549', 1710596916], ['3679.840000', '6.115', 1710597029], ['3680.120000', '0.549', 1710597032], ['3682.000000', '0.271', 1710597040], ['3682.420000', '0.632', 1710597040], ['3682.600000', '0.549', 1710596065], ['3682.980000', '0.017', 1710596850], ['3683.370000', '0.993', 1710597040], ['3683.550000', '0.549', 1710596901], ['3684.800000', '0.632', 1710597040], ['3684.940000', '0.722', 1710597030], ['3684.980000', '14.653', 1710597025], ['3685.120000', '0.549', 1710597025], ['3687.070000', '0.813', 1710597030], ['3687.250000', '0.549', 1710597022], ['3687.620000', '0.903', 1710597030], ['3687.800000', '0.549', 1710597025], ['3691.050000', '13.081', 1710597025], ['3692.470000', '0.017', 1710593477], ['3694.880000', '0.009', 1710594028], ['3696.160000', '10.227', 1710597029], ['3697.570000', '0.003', 1710593948], ['3698.240000', '5.080', 1710596693], ['3701.990000', '0.017', 1710592734], ['3706.740000', '88.312', 1710597035], ['3706.750000', '0.017', 1710592557], ['3709.010000', '2.430', 1710596820], ['3711.520000', '0.017', 1710591900], ['3713.220000', '0.009', 1710587745], ['3716.300000', '0.017', 1710589745], ['3725.870000', '0.017', 1710583887], ['3726.410000', '0.003', 1710587515], ['3731.650000', '0.009', 1710587487], ['3735.470000', '0.017', 1710579430], ['3735.990000', '0.041', 1710587730], ['3737.640000', '17.247', 1710596895], ['3737.930000', '2.430', 1710596818], ['3738.750000', '0.004', 1710588649], ['3745.090000', '0.017', 1710580233], ['3749.910000', '0.017', 1710577945], ['3750.170000', '0.009', 1710575247], ['3754.740000', '0.017', 1710559291], ['3755.470000', '0.003', 1710561350], ['3759.570000', '0.017', 1710554331], ['3764.420000', '0.017', 1710563143], ['3765.550000', '0.008', 1710566330], ['3768.780000', '0.009', 1710596658], ['3769.260000', '0.017', 1710596316], ['3769.410000', '0.008', 1710595231], ['3772.090000', '0.004', 1710597026], ['3772.100000', '0.041', 1710596664], ['3774.110000', '0.017', 1710596379], ['3774.940000', '0.207', 1710597010]]","[['3666.630000', '0.549', 1710597050], ['3665.780000', '0.549', 1710597050], ['3665.760000', '6.820', 1710597050], ['3665.300000', '8.039', 1710597047], ['3665.280000', '0.549', 1710597017], ['3665.270000', '0.195', 1710597049], ['3665.030000', '0.848', 1710597050], ['3664.880000', '0.549', 1710597014], ['3664.800000', '0.549', 1710597016], ['3664.380000', '0.549', 1710597013], ['3664.290000', '0.102', 1710597047], ['3664.280000', '0.427', 1710597041], ['3664.220000', '6.823', 1710597049], ['3664.100000', '0.650', 1710597033], ['3663.960000', '0.549', 1710597040], ['3663.270000', '0.341', 1710597048], ['3663.260000', '44.951', 1710597047], ['3663.250000', '6.825', 1710597047], ['3663.240000', '0.549', 1710597048], ['3663.000000', '0.650', 1710597041], ['3662.850000', '0.575', 1710597048], ['3662.620000', '0.013', 1710597048], ['3662.110000', '4.510', 1710597047], ['3661.900000', '0.935', 1710597043], ['3661.380000', '6.143', 1710597029], ['3661.240000', '0.549', 1710597041], ['3660.850000', '2.363', 1710597047], ['3660.840000', '0.549', 1710597048], ['3660.800000', '0.650', 1710597050], ['3660.690000', '0.036', 1710597047], ['3660.610000', '5.947', 1710597042], ['3660.280000', '0.549', 1710597048], ['3659.970000', '2.174', 1710597023], ['3659.080000', '12.158', 1710597027], ['3657.190000', '2.066', 1710597048], ['3655.280000', '25.603', 1710597025], ['3653.100000', '0.042', 1710596862], ['3651.550000', '0.025', 1710596859], ['3648.460000', '2.232', 1710597050], ['3648.280000', '14.653', 1710597025], ['3647.440000', '0.008', 1710562954], ['3646.730000', '0.009', 1710595099], ['3644.120000', '0.008', 1710595155], ['3643.550000', '1.595', 1710597050], ['3643.370000', '4.240', 1710596836], ['3640.850000', '0.957', 1710597050], ['3640.670000', '10.227', 1710597030], ['3640.550000', '0.003', 1710593532], ['3638.350000', '0.018', 1710596289], ['3636.990000', '1.063', 1710597050], ['3635.010000', '0.003', 1710596526], ['3629.840000', '173.361', 1710597047], ['3629.000000', '0.018', 1710582871], ['3628.720000', '0.009', 1710583084], ['3627.400000', '1.000', 1710583298], ['3624.330000', '0.018', 1710583346], ['3620.780000', '5.080', 1710596795], ['3618.130000', '0.042', 1710596868], ['3615.020000', '0.018', 1710586236], ['3612.780000', '2.430', 1710597028], ['3612.370000', '0.003', 1710587140], ['3610.800000', '0.009', 1710586427], ['3610.370000', '0.018', 1710586593], ['3606.990000', '0.153', 1710587258], ['3605.730000', '0.018', 1710586854], ['3603.810000', '0.004', 1710587400], ['3600.000000', '1.000', 1710587591], ['3593.650000', '0.008', 1710587615], ['3590.790000', '0.008', 1710587431], ['3590.000000', '1.140', 1710587200], ['3587.640000', '8.859', 1710596745], ['3585.000000', '0.332', 1710587637], ['3584.420000', '0.003', 1710587602], ['3583.490000', '0.042', 1710568167], ['3577.720000', '0.056', 1710570663], ['3573.910000', '0.294', 1710596981], ['3573.560000', '0.209', 1710566825], ['3573.000000', '2.406', 1710558146], ['3570.970000', '2.430', 1710596820], ['3570.000000', '0.030', 1710591354], ['3558.230000', '0.005', 1710596956], ['3558.220000', '2.430', 1710593473], ['3558.170000', '0.948', 1710597040], ['3556.850000', '0.002', 1710591273], ['3556.670000', '0.003', 1710593645], ['3555.000000', '0.282', 1710592468], ['3550.000000', '0.846', 1710593329], ['3549.190000', '0.043', 1710592594], ['3540.810000', '0.012', 1710593202], ['3538.240000', '0.008', 1710593718], ['3536.640000', '0.027', 1710593837], ['3532.000000', '0.439', 1710593702], ['3531.940000', '0.012', 1710594763], ['3530.010000', '0.316', 1710597013], ['3530.000000', '1.000', 1710596081], ['3529.150000', '0.003', 1710596677], ['3515.250000', '0.465', 1710597048], ['3515.240000', '1.338', 1710597040], ['3515.210000', '0.043', 1710597016], ['3515.000000', '4.100', 1710596482]]",1710597052
"[['3663.980000', '0.549', 1710597065], ['3664.620000', '6.822', 1710597065], ['3664.920000', '1.365', 1710597065], ['3665.150000', '0.549', 1710597064], ['3665.250000', '0.127', 1710597065], ['3665.520000', '0.549', 1710597064], ['3665.960000', '7.729', 1710597064], ['3666.310000', '0.549', 1710597056], ['3666.510000', '3.810', 1710597064], ['3666.520000', '3.962', 1710597056], ['3666.710000', '0.549', 1710597053], ['3666.930000', '0.508', 1710597056], ['3667.280000', '0.549', 1710597051], ['3667.400000', '0.650', 1710597056], ['3667.890000', '0.012', 1710597060], ['3668.190000', '0.549', 1710597050], ['3668.320000', '5.947', 1710597056], ['3668.470000', '0.643', 1710597052], ['3668.500000', '0.650', 1710597052], ['3668.820000', '1.294', 1710597059], ['3668.830000', '0.549', 1710597047], ['3669.260000', '0.549', 1710597043], ['3669.600000', '0.650', 1710597050], ['3669.630000', '0.549', 1710597041], ['3670.230000', '0.254', 1710597064], ['3670.240000', '12.158', 1710597053], ['3670.330000', '0.549', 1710597033], ['3670.370000', '3.975', 1710597055], ['3670.700000', '0.650', 1710597065], ['3670.780000', '0.549', 1710597063], ['3671.140000', '2.499', 1710597062], ['3671.540000', '0.549', 1710597031], ['3671.740000', '0.427', 1710597036], ['3671.780000', '0.035', 1710597053], ['3672.790000', '0.549', 1710597050], ['3672.820000', '0.647', 1710597037], ['3673.340000', '0.549', 1710596531], ['3673.520000', '0.018', 1710596834], ['3673.800000', '0.549', 1710596769], ['3674.030000', '25.603', 1710597053], ['3674.270000', '0.549', 1710597053], ['3674.640000', '2.356', 1710597053], ['3674.860000', '0.549', 1710596898], ['3674.890000', '2.094', 1710597060], ['3675.080000', '6.034', 1710597052], ['3676.820000', '0.271', 1710597060], ['3677.000000', '0.549', 1710596936], ['3677.540000', '0.632', 1710597060], ['3677.720000', '0.549', 1710597025], ['3678.090000', '0.451', 1710597060], ['3678.270000', '0.357', 1710597030], ['3678.470000', '0.549', 1710596568], ['3679.200000', '1.172', 1710597060], ['3679.380000', '0.549', 1710596916], ['3679.940000', '0.722', 1710597060], ['3680.120000', '0.549', 1710597032], ['3682.420000', '0.812', 1710597060], ['3682.600000', '0.549', 1710596065], ['3682.980000', '0.017', 1710596850], ['3683.370000', '0.902', 1710597060], ['3683.550000', '0.549', 1710596901], ['3684.980000', '14.653', 1710597025], ['3687.250000', '0.549', 1710597022], ['3687.800000', '0.549', 1710597025], ['3691.050000', '13.081', 1710597025], ['3692.470000', '0.017', 1710593477], ['3694.880000', '0.009', 1710594028], ['3696.160000', '10.227', 1710597029], ['3697.570000', '0.003', 1710593948], ['3698.240000', '5.080', 1710596693], ['3701.980000', '87.986', 1710597055], ['3701.990000', '0.017', 1710592734], ['3706.750000', '0.017', 1710592557], ['3709.010000', '2.430', 1710596820], ['3711.520000', '0.017', 1710591900], ['3713.220000', '0.009', 1710587745], ['3716.300000', '0.017', 1710589745], ['3725.870000', '0.017', 1710583887], ['3726.410000', '0.003', 1710587515], ['3731.650000', '0.009', 1710587487], ['3735.470000', '0.017', 1710579430], ['3735.990000', '0.041', 1710587730], ['3737.640000', '17.247', 1710596895], ['3737.930000', '2.430', 1710596818], ['3738.750000', '0.004', 1710588649], ['3745.090000', '0.017', 1710580233], ['3749.910000', '0.017', 1710577945], ['3750.170000', '0.009', 1710575247], ['3754.740000', '0.017', 1710559291], ['3755.470000', '0.003', 1710561350], ['3759.570000', '0.017', 1710554331], ['3764.420000', '0.017', 1710563143], ['3765.550000', '0.008', 1710566330], ['3768.780000', '0.009', 1710596658], ['3769.260000', '0.017', 1710596316], ['3769.410000', '0.008', 1710595231], ['3772.090000', '0.004', 1710597026], ['3772.100000', '0.041', 1710596664], ['3773.690000', '5.377', 1710597063], ['3773.820000', '2.689', 1710597063]]","[['3663.540000', '0.549', 1710597064], ['3662.530000', '6.826', 1710597065], ['3662.140000', '0.305', 1710597065], ['3662.130000', '1.146', 1710597064], ['3662.110000', '0.549', 1710597060], ['3661.900000', '0.650', 1710597064], ['3661.690000', '0.549', 1710597063], ['3661.510000', '0.011', 1710597064], ['3661.500000', '0.849', 1710597062], ['3661.280000', '0.096', 1710597064], ['3661.240000', '7.377', 1710597065], ['3660.850000', '17.343', 1710597064], ['3660.840000', '0.549', 1710597048], ['3660.800000', '0.650', 1710597050], ['3660.600000', '50.977', 1710597064], ['3660.280000', '0.549', 1710597048], ['3660.070000', '0.285', 1710597062], ['3659.820000', '0.012', 1710597060], ['3659.700000', '0.650', 1710597051], ['3659.670000', '0.549', 1710597050], ['3659.240000', '0.414', 1710597064], ['3659.200000', '0.549', 1710597061], ['3658.980000', '0.536', 1710597060], ['3658.820000', '3.962', 1710597060], ['3658.600000', '0.650', 1710597055], ['3658.500000', '0.549', 1710597065], ['3657.300000', '2.267', 1710597060], ['3657.250000', '0.549', 1710597065], ['3657.150000', '5.947', 1710597056], ['3656.740000', '5.933', 1710597052], ['3656.410000', '2.278', 1710597056], ['3656.400000', '0.036', 1710597062], ['3654.240000', '12.158', 1710597060], ['3653.550000', '2.079', 1710597062], ['3653.100000', '0.042', 1710596862], ['3651.800000', '0.107', 1710597060], ['3651.620000', '25.603', 1710597053], ['3651.550000', '0.025', 1710596859], ['3648.460000', '0.957', 1710597060], ['3648.280000', '14.653', 1710597025], ['3647.440000', '0.008', 1710562954], ['3646.730000', '0.009', 1710595099], ['3644.120000', '0.008', 1710595155], ['3643.550000', '1.915', 1710597060], ['3643.370000', '4.240', 1710596836], ['3640.850000', '0.851', 1710597060], ['3640.670000', '10.227', 1710597030], ['3640.550000', '0.003', 1710593532], ['3638.350000', '0.018', 1710596289], ['3637.590000', '0.958', 1710597060], ['3635.010000', '0.003', 1710596526], ['3634.250000', '1.064', 1710597060], ['3629.000000', '0.018', 1710582871], ['3628.720000', '0.009', 1710583084], ['3627.400000', '1.000', 1710583298], ['3626.300000', '172.440', 1710597061], ['3624.330000', '0.018', 1710583346], ['3620.780000', '5.080', 1710596795], ['3618.130000', '0.042', 1710596868], ['3615.020000', '0.018', 1710586236], ['3612.780000', '2.430', 1710597028], ['3612.370000', '0.003', 1710587140], ['3610.800000', '0.009', 1710586427], ['3610.370000', '0.018', 1710586593], ['3606.990000', '0.153', 1710587258], ['3605.730000', '0.018', 1710586854], ['3603.810000', '0.004', 1710587400], ['3600.000000', '1.000', 1710587591], ['3593.650000', '0.008', 1710587615], ['3590.790000', '0.008', 1710587431], ['3590.000000', '1.140', 1710587200], ['3587.640000', '8.859', 1710596745], ['3585.000000', '0.332', 1710587637], ['3584.420000', '0.003', 1710587602], ['3583.490000', '0.042', 1710568167], ['3577.720000', '0.056', 1710570663], ['3573.910000', '0.294', 1710596981], ['3573.560000', '0.209', 1710566825], ['3573.000000', '2.406', 1710558146], ['3570.970000', '2.430', 1710596820], ['3570.000000', '0.030', 1710591354], ['3558.230000', '0.005', 1710596956], ['3558.220000', '2.430', 1710593473], ['3556.850000', '0.002', 1710591273], ['3556.670000', '0.003', 1710593645], ['3555.000000', '0.282', 1710592468], ['3554.480000', '0.949', 1710597065], ['3550.000000', '0.846', 1710593329], ['3549.190000', '0.043', 1710592594], ['3540.810000', '0.012', 1710593202], ['3538.240000', '0.008', 1710593718], ['3536.640000', '0.027', 1710593837], ['3532.000000', '0.439', 1710593702], ['3531.940000', '0.012', 1710594763], ['3530.000000', '1.000', 1710596081], ['3529.150000', '0.003', 1710596677], ['3515.260000', '0.318', 1710597065], ['3515.250000', '0.465', 1710597048], ['3515.240000', '1.338', 1710597040], ['3515.210000', '0.043', 1710597016]]",1710597067
"[['3657.760000', '0.549', 1710597104], ['3658.120000', '1.368', 1710597100], ['3658.160000', '0.549', 1710597100], ['3658.240000', '6.834', 1710597105], ['3658.850000', '6.833', 1710597104], ['3658.940000', '0.549', 1710597098], ['3659.100000', '3.962', 1710597100], ['3659.680000', '0.549', 1710597097], ['3659.700000', '0.650', 1710597101], ['3659.730000', '0.524', 1710597104], ['3659.950000', '3.810', 1710597103], ['3659.960000', '5.947', 1710597102], ['3660.080000', '7.379', 1710597103], ['3660.420000', '0.197', 1710597100], ['3660.800000', '0.650', 1710597102], ['3661.020000', '1.230', 1710597103], ['3661.160000', '0.549', 1710597093], ['3661.570000', '0.549', 1710597085], ['3661.630000', '6.067', 1710597096], ['3661.900000', '0.650', 1710597098], ['3662.160000', '12.158', 1710597102], ['3662.300000', '0.012', 1710597097], ['3662.310000', '0.549', 1710597090], ['3662.470000', '6.826', 1710597099], ['3662.990000', '0.254', 1710597101], ['3663.000000', '0.650', 1710597085], ['3663.120000', '0.558', 1710597093], ['3663.610000', '3.914', 1710597099], ['3663.630000', '0.549', 1710597078], ['3664.100000', '0.650', 1710597087], ['3664.790000', '0.549', 1710597082], ['3664.850000', '0.428', 1710597077], ['3664.930000', '0.037', 1710597096], ['3665.520000', '0.549', 1710597076], ['3665.530000', '0.447', 1710597078], ['3665.920000', '0.549', 1710597076], ['3665.960000', '25.603', 1710597102], ['3666.640000', '0.549', 1710597076], ['3667.280000', '0.549', 1710597051], ['3667.290000', '2.138', 1710597099], ['3667.370000', '2.345', 1710597085], ['3667.770000', '0.549', 1710597075], ['3668.190000', '0.549', 1710597050], ['3669.260000', '0.549', 1710597043], ['3669.630000', '0.549', 1710597041], ['3669.640000', '0.091', 1710597101], ['3670.020000', '0.181', 1710597101], ['3670.150000', '0.271', 1710597101], ['3670.200000', '6.030', 1710597082], ['3670.330000', '0.549', 1710597033], ['3670.600000', '0.362', 1710597101], ['3670.780000', '0.549', 1710597063], ['3671.090000', '2.029', 1710597087], ['3671.360000', '0.994', 1710597101], ['3671.540000', '0.549', 1710597031], ['3672.610000', '0.633', 1710597101], ['3672.790000', '0.549', 1710597050], ['3673.290000', '14.653', 1710597102], ['3673.340000', '0.549', 1710596531], ['3673.520000', '0.018', 1710596834], ['3673.620000', '0.723', 1710597101], ['3673.800000', '0.549', 1710596769], ['3674.270000', '0.549', 1710597053], ['3674.680000', '0.813', 1710597101], ['3674.860000', '0.549', 1710596898], ['3676.820000', '0.904', 1710597101], ['3677.000000', '0.549', 1710596936], ['3677.720000', '0.549', 1710597025], ['3678.270000', '0.357', 1710597030], ['3678.470000', '0.549', 1710596568], ['3682.980000', '0.017', 1710596850], ['3687.690000', '10.227', 1710597079], ['3691.050000', '13.081', 1710597025], ['3692.470000', '0.017', 1710593477], ['3694.880000', '0.009', 1710594028], ['3697.550000', '0.430', 1710597101], ['3697.560000', '88.503', 1710597092], ['3697.570000', '0.003', 1710593948], ['3698.240000', '5.080', 1710596693], ['3701.990000', '0.017', 1710592734], ['3706.750000', '0.017', 1710592557], ['3709.010000', '2.430', 1710596820], ['3711.520000', '0.017', 1710591900], ['3713.220000', '0.009', 1710587745], ['3716.300000', '0.017', 1710589745], ['3725.870000', '0.017', 1710583887], ['3726.410000', '0.003', 1710587515], ['3731.650000', '0.009', 1710587487], ['3735.470000', '0.017', 1710579430], ['3735.990000', '0.041', 1710587730], ['3737.630000', '0.176', 1710597069], ['3737.640000', '17.247', 1710596895], ['3737.920000', '0.449', 1710597069], ['3737.930000', '2.430', 1710596818], ['3738.750000', '0.004', 1710588649], ['3745.090000', '0.017', 1710580233], ['3749.910000', '0.017', 1710577945], ['3750.170000', '0.009', 1710575247], ['3754.740000', '0.017', 1710559291], ['3755.470000', '0.003', 1710561350]]","[['3657.430000', '6.836', 1710597104], ['3656.690000', '6.837', 1710597104], ['3655.920000', '0.549', 1710597104], ['3655.800000', '1.368', 1710597104], ['3655.640000', '0.549', 1710597102], ['3655.400000', '0.850', 1710597104], ['3655.310000', '6.840', 1710597103], ['3655.270000', '0.549', 1710597079], ['3654.820000', '0.188', 1710597103], ['3654.810000', '0.102', 1710597102], ['3654.530000', '0.549', 1710597084], ['3654.200000', '0.650', 1710597087], ['3654.100000', '0.668', 1710597105], ['3654.090000', '0.011', 1710597099], ['3653.970000', '0.286', 1710597100], ['3653.560000', '53.755', 1710597104], ['3653.550000', '0.268', 1710597102], ['3653.530000', '0.447', 1710597102], ['3653.510000', '8.990', 1710597099], ['3653.420000', '0.549', 1710597099], ['3653.100000', '0.692', 1710597097], ['3652.680000', '0.549', 1710597084], ['3652.350000', '3.962', 1710597099], ['3652.280000', '0.549', 1710597100], ['3652.000000', '0.650', 1710597099], ['3651.890000', '6.158', 1710597082], ['3651.790000', '0.549', 1710597088], ['3651.750000', '0.036', 1710597096], ['3651.550000', '0.025', 1710596859], ['3651.290000', '0.549', 1710597096], ['3650.900000', '0.650', 1710597102], ['3650.170000', '5.947', 1710597099], ['3650.130000', '0.549', 1710597099], ['3649.800000', '2.328', 1710597085], ['3649.180000', '2.073', 1710597100], ['3648.840000', '12.158', 1710597096], ['3647.440000', '0.008', 1710562954], ['3646.730000', '0.009', 1710595099], ['3644.500000', '0.107', 1710597101], ['3644.320000', '25.603', 1710597099], ['3644.120000', '0.008', 1710595155], ['3643.550000', '0.959', 1710597090], ['3643.370000', '4.240', 1710596836], ['3640.550000', '0.003', 1710593532], ['3638.350000', '0.018', 1710596289], ['3637.380000', '1.918', 1710597101], ['3637.200000', '14.653', 1710597099], ['3635.010000', '0.003', 1710596526], ['3632.420000', '1.812', 1710597101], ['3632.240000', '10.227', 1710597081], ['3629.000000', '0.018', 1710582871], ['3628.720000', '0.009', 1710583084], ['3627.580000', '1.066', 1710597101], ['3627.400000', '1.000', 1710583298], ['3624.330000', '0.018', 1710583346], ['3620.800000', '0.142', 1710597101], ['3620.790000', '172.840', 1710597099], ['3620.780000', '5.080', 1710596795], ['3618.130000', '0.042', 1710596868], ['3615.020000', '0.018', 1710586236], ['3612.780000', '2.430', 1710597028], ['3612.370000', '0.003', 1710587140], ['3610.800000', '0.009', 1710586427], ['3610.370000', '0.018', 1710586593], ['3606.990000', '0.153', 1710587258], ['3605.730000', '0.018', 1710586854], ['3603.810000', '0.004', 1710587400], ['3600.000000', '1.000', 1710587591], ['3593.650000', '0.008', 1710587615], ['3590.790000', '0.008', 1710587431], ['3590.000000', '1.140', 1710587200], ['3587.640000', '8.859', 1710596745], ['3585.000000', '0.332', 1710587637], ['3584.420000', '0.003', 1710587602], ['3583.490000', '0.042', 1710568167], ['3577.720000', '0.056', 1710570663], ['3573.910000', '0.294', 1710596981], ['3573.560000', '0.209', 1710566825], ['3573.000000', '2.406', 1710558146], ['3570.970000', '2.430', 1710596820], ['3570.000000', '0.030', 1710591354], ['3558.230000', '0.005', 1710596956], ['3558.220000', '2.430', 1710593473], ['3556.850000', '0.002', 1710591273], ['3556.670000', '0.003', 1710593645], ['3555.000000', '0.282', 1710592468], ['3550.000000', '0.846', 1710593329], ['3549.190000', '0.043', 1710592594], ['3546.770000', '0.951', 1710597101], ['3540.810000', '0.012', 1710593202], ['3538.240000', '0.008', 1710593718], ['3536.640000', '0.027', 1710593837], ['3532.000000', '0.439', 1710593702], ['3531.940000', '0.012', 1710594763], ['3530.000000', '1.000', 1710596081], ['3529.150000', '0.003', 1710596677], ['3515.260000', '0.318', 1710597065], ['3515.250000', '0.434', 1710597104], ['3515.240000', '0.569', 1710597096], ['3515.210000', '0.043', 1710597016]]",1710597107
